tipo_de_empresa,fundação_da_empresa,possui_mais_de_um_sócio,funcionários,meses_de_permanência,utiliza_serviços_financeiros,possuicontador,faz_conciliação_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_financeiro,frequência_de_utilização_de_feature_do_sistema_emissão_de_nota_fiscal,frequência_de_utilização_de_feature_do_sistema_integração_bancária,frequência_de_utilização_de_feature_do_sistema_módulo_de_vendas,frequência_de_utilização_de_feature_do_sistema_relatórios,frequência_de_utilização_de_feature_do_sistema_utilização_de_apis_de_integração,contrato,emite_boletos,tipo_de_pagamento,receita_mensal,receita_total,churn
Pequena empresa,2021,Não,até 5 funcionários,9,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,80.8,713.1,Sim
Pequena empresa,2018,Não,6 ou mais funcionários,15,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,Boleto - mês a mês,64.85,950.75,Não
Micro empresa,2018,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,19.65,19.65,Não
Micro empresa,2018,Sim,até 5 funcionários,12,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,45.9,505.95,Não
Pequena empresa,2016,Não,até 5 funcionários,54,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,20.0,1149.65,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,4,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,44.8,169.65,Não
Micro empresa,2018,Não,até 5 funcionários,7,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,80.3,526.7,Sim
Micro empresa,2020,Sim,até 5 funcionários,20,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Boleto - mês a mês,20.35,393.15,Não
Micro empresa,2016,Não,6 ou mais funcionários,26,Não,,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Mês-a-mês,0,Boleto - mês a mês,45.8,1147.0,Não
Pequena empresa,2015,Sim,até 5 funcionários,36,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,84.1,3021.6,Sim
Micro empresa,2018,Sim,até 5 funcionários,53,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,108.95,5718.2,Não
Pequena empresa,2018,Não,até 5 funcionários,3,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,69.35,191.35,Sim
Micro empresa,2018,Não,até 5 funcionários,68,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - mês a mês,64.35,4539.6,Não
Pequena empresa,2021,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,90.8,6397.6,Não
Pequena empresa,2016,Não,até 5 funcionários,12,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - mês a mês,24.95,280.4,Não
Micro empresa,2007,Sim,6 ou mais funcionários,34,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,79.6,2718.3,Sim
Micro empresa,2016,Sim,até 5 funcionários,68,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Anual,1,Cartão de crédito - pagamento único,84.7,5711.05,Não
Micro empresa,2016,Não,6 ou mais funcionários,50,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,70.8,3478.15,Não
Micro empresa,2004,Não,até 5 funcionários,1,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,36.45,36.45,Sim
Micro empresa,2012,Não,até 5 funcionários,41,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,104.4,4133.95,Não
Pequena empresa,2005,Sim,até 5 funcionários,30,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,101.5,2917.65,Não
Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,54.3,54.3,Não
Pequena empresa,2005,Sim,6 ou mais funcionários,29,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,103.95,2964.8,Não
Micro empresa,2018,Sim,6 ou mais funcionários,23,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,91.1,2198.3,Não
Pequena empresa,2019,Não,6 ou mais funcionários,60,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Boleto - mês a mês,19.95,1189.9,Não
Micro empresa,2016,Sim,até 5 funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,26.45,1914.5,Não
Pequena empresa,2018,Não,6 ou mais funcionários,22,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,89.4,2001.5,Sim
Pequena empresa,2016,Não,até 5 funcionários,72,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Anual,1,Cartão de crédito - pagamento único,75.1,5336.35,Não
Micro empresa,2014,Não,até 5 funcionários,66,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,Cartão de crédito - pagamento único,108.1,7238.6,Não
Micro empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,110.15,7998.8,Não
Micro empresa,2009,Sim,até 5 funcionários,47,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,80.35,3825.85,Sim
Micro empresa,2020,Não,até 5 funcionários,51,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,111.5,5703.25,Não
Micro empresa,2020,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,106.5,7397.0,Não
Pequena empresa,2018,Não,até 5 funcionários,9,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Boleto - pagamento único,19.9,164.6,Não
Pequena empresa,2021,Sim,6 ou mais funcionários,59,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - mês a mês,111.1,6555.2,Não
Pequena empresa,2017,Não,6 ou mais funcionários,3,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - mês a mês,70.7,225.65,Não
Pequena empresa,2005,Sim,até 5 funcionários,38,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,24.85,955.75,Não
Micro empresa,2020,Não,até 5 funcionários,37,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,91.2,3382.3,Não
Pequena empresa,2021,Não,até 5 funcionários,37,Sim,Não ,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - pagamento único,65.6,2313.8,Não
Micro empresa,2013,Sim,até 5 funcionários,24,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,40.65,933.3,Sim
Micro empresa,2018,Sim,6 ou mais funcionários,14,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Cartão de crédito - pagamento único,59.45,780.85,Não
Pequena empresa,2020,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,109.95,7852.4,Não
Pequena empresa,2018,Sim,até 5 funcionários,53,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,60.45,3184.25,Sim
Micro empresa,2017,Sim,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,84.9,764.95,Sim
Pequena empresa,2017,Sim,6 ou mais funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - mês a mês,38.5,2763.0,Não
Micro empresa,2011,Sim,até 5 funcionários,17,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,92.55,1614.7,Não
Micro empresa,2016,Sim,6 ou mais funcionários,2,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,73.55,145.4,Sim
Micro empresa,2016,Sim,até 5 funcionários,8,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Cartão de crédito - pagamento único,20.15,156.25,Sim
Micro empresa,2021,Sim,até 5 funcionários,48,Não,,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,Boleto - mês a mês,34.7,1604.5,Sim
Micro empresa,2020,Não,até 5 funcionários,10,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Boleto - mês a mês,24.5,270.15,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,0,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,1,Boleto - mês a mês,19.7,,Não
Pequena empresa,2017,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.6,20.6,Não
Micro empresa,2018,Não,até 5 funcionários,29,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,Cartão de crédito - mês a mês,58.0,1734.5,Não
Micro empresa,2010,Sim,6 ou mais funcionários,65,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,107.45,7047.5,Não
Micro empresa,2020,Não,até 5 funcionários,8,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - pagamento único,65.5,573.15,Não
Pequena empresa,2017,Sim,até 5 funcionários,61,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,25.45,1538.6,Não
Micro empresa,2015,Não,até 5 funcionários,45,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,100.15,4459.8,Não
Pequena empresa,2020,Sim,6 ou mais funcionários,72,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,104.45,7459.0,Não
Pequena empresa,2019,Sim,6 ou mais funcionários,12,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Boleto - pagamento único,21.15,306.05,Não
Pequena empresa,2021,Não,até 5 funcionários,7,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,96.2,639.7,Não
Pequena empresa,2021,Não,até 5 funcionários,9,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,44.4,348.15,Não
Micro empresa,2001,Sim,até 5 funcionários,43,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,107.55,4533.9,Sim
Pequena empresa,2018,Sim,6 ou mais funcionários,58,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,Cartão de crédito - pagamento único,94.35,5563.65,Não
Pequena empresa,2009,Sim,até 5 funcionários,16,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,98.75,1587.55,Sim
Pequena empresa,2016,Sim,6 ou mais funcionários,2,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Boleto - mês a mês,20.3,40.25,Não
Micro empresa,2016,Sim,até 5 funcionários,8,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,101.15,842.9,Sim
Micro empresa,2019,Sim,até 5 funcionários,40,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,Cartão de crédito - pagamento único,105.75,4228.55,Não
Pequena empresa,2017,Não,até 5 funcionários,9,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,81.15,784.45,Não
Pequena empresa,2018,Não,até 5 funcionários,41,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Boleto - pagamento único,89.55,3729.75,Não
Micro empresa,2018,Não,até 5 funcionários,26,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Cartão de crédito - mês a mês,54.75,1406.9,Não
Micro empresa,2016,Sim,até 5 funcionários,33,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,53.75,1857.3,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,68,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,0,Cartão de crédito - mês a mês,105.75,7322.5,Não
Micro empresa,2012,Sim,até 5 funcionários,65,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,105.85,6725.5,Não
Pequena empresa,2019,Não,até 5 funcionários,55,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Boleto - pagamento único,64.2,3627.3,Não
Pequena empresa,2021,Não,até 5 funcionários,20,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,88.7,1761.45,Sim
Pequena empresa,2017,Não,até 5 funcionários,19,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,87.7,1725.95,Não
Micro empresa,2020,Não,até 5 funcionários,45,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Cartão de crédito - mês a mês,89.3,4192.15,Não
Micro empresa,2021,Sim,6 ou mais funcionários,70,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Cartão de crédito - mês a mês,20.15,1411.2,Não
Micro empresa,2017,Não,até 5 funcionários,2,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,79.75,164.5,Sim
Micro empresa,2021,Não,até 5 funcionários,27,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - mês a mês,94.55,2724.6,Sim
Micro empresa,2021,Sim,até 5 funcionários,12,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Boleto - pagamento único,20.05,264.55,Não
Pequena empresa,2017,Não,6 ou mais funcionários,72,Não,,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - mês a mês,67.2,4671.7,Não
Pequena empresa,2017,Não,até 5 funcionários,12,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,94.55,1173.55,Não
Micro empresa,2009,Não,até 5 funcionários,5,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,69.05,318.5,Sim
Pequena empresa,2005,Sim,até 5 funcionários,71,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,107.5,7713.55,Não
Pequena empresa,2007,Não,até 5 funcionários,35,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,73.0,2471.25,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - mês a mês,114.75,7842.3,Não
Micro empresa,2018,Não,até 5 funcionários,31,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,76.05,2227.8,Não
Pequena empresa,2016,Sim,6 ou mais funcionários,52,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Cartão de crédito - pagamento único,96.25,4990.25,Sim
Pequena empresa,2010,Não,até 5 funcionários,37,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,101.1,3744.05,Sim
Pequena empresa,2018,Não,até 5 funcionários,69,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - pagamento único,104.7,7220.35,Sim
Pequena empresa,2008,Sim,até 5 funcionários,30,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,77.9,2351.45,Não
Micro empresa,2019,Não,até 5 funcionários,33,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,90.65,2989.6,Não
Pequena empresa,2009,Sim,até 5 funcionários,54,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Boleto - pagamento único,110.45,6077.75,Não
Micro empresa,2020,Não,até 5 funcionários,59,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Trimestral,0,Cartão de crédito - pagamento único,68.7,4070.95,Não
Pequena empresa,2013,Não,até 5 funcionários,55,Não,,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,44.85,2479.05,Não
Pequena empresa,2008,Sim,até 5 funcionários,69,Não,,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,1,Cartão de crédito - mês a mês,29.8,2134.3,Não
Micro empresa,2021,Não,até 5 funcionários,66,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Trimestral,1,Cartão de crédito - pagamento único,88.9,6000.1,Não
Pequena empresa,2017,Sim,6 ou mais funcionários,37,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Boleto - mês a mês,58.75,2203.1,Não
Pequena empresa,2009,Sim,até 5 funcionários,9,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,Cartão de crédito - mês a mês,19.85,183.15,Não
Pequena empresa,2018,Sim,6 ou mais funcionários,69,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,0,Cartão de crédito - pagamento único,86.9,6194.1,Não
Pequena empresa,2019,Não,até 5 funcionários,10,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,59.65,638.95,Não
Pequena empresa,2018,Não,6 ou mais funcionários,40,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - mês a mês,55.25,2139.2,Sim
Pequena empresa,2017,Não,6 ou mais funcionários,13,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Cartão de crédito - mês a mês,66.4,831.75,Não
Micro empresa,2020,Não,até 5 funcionários,6,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,90.1,521.3,Sim
Micro empresa,2020,Sim,6 ou mais funcionários,69,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - pagamento único,20.15,1337.5,Não
Micro empresa,2006,Sim,até 5 funcionários,66,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Cartão de crédito - mês a mês,108.1,7181.95,Não
Pequena empresa,2018,Não,até 5 funcionários,11,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - pagamento único,53.75,608.0,Sim
Pequena empresa,2018,Sim,6 ou mais funcionários,46,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,0,Boleto - mês a mês,56.9,2560.1,Não
Micro empresa,2016,Não,até 5 funcionários,6,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,89.3,577.6,Sim
Micro empresa,2019,Sim,6 ou mais funcionários,56,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - mês a mês,109.6,5953.0,Não
Pequena empresa,2019,Sim,6 ou mais funcionários,70,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,Cartão de crédito - mês a mês,25.15,1790.15,Não
Micro empresa,2019,Sim,6 ou mais funcionários,33,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Boleto - pagamento único,79.15,2531.4,Não
Micro empresa,2021,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Anual,0,Cartão de crédito - mês a mês,66.75,4760.3,Não
Micro empresa,2019,Sim,até 5 funcionários,3,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Boleto - pagamento único,95.2,292.85,Sim
Micro empresa,2017,Não,6 ou mais funcionários,19,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,Boleto - mês a mês,48.8,953.65,Não
Micro empresa,2007,Não,até 5 funcionários,5,Não,,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,Boleto - pagamento único,45.7,198.0,Sim
Micro empresa,2019,Sim,até 5 funcionários,71,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Cartão de crédito - mês a mês,80.7,5705.05,Não
Pequena empresa,2020,Sim,até 5 funcionários,8,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Boleto - pagamento único,74.5,609.9,Sim
Pequena empresa,2017,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,Cartão de crédito - mês a mês,20.55,20.55,Não
