ID,Tipo de empresa,Fundação da empresa,Possui mais de um sócio,Funcionários,Meses de permanência ,Utiliza serviços financeiros,PossuiContador,Faz conciliação bancária,Frequência de utilização de feature do sistema: Módulo financeiro,Frequência de utilização de feature do sistema: Emissão de nota fiscal,Frequência de utilização de feature do sistema: Integração bancária,Frequência de utilização de feature do sistema: Módulo de vendas,Frequência de utilização de feature do sistema: Relatórios,Frequência de utilização de feature do sistema: Utilização de APIs de integração,Contrato,Emite boletos,Emite boletos,Tipo de pagamento,Receita mensal,Receita total,Churn
5656,Pequena empresa,2019,Não,até 5 funcionários,65,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 25,10","R$ 1.725,00",Não
5657,Pequena empresa,2019,Não,até 5 funcionários,1,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 49,75","R$ 49,75",Não
5658,Pequena empresa,2016,Sim,até 5 funcionários,18,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 94,75","R$ 1.691,90",Não
5659,Pequena empresa,2019,Sim,até 5 funcionários,24,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 93,00","R$ 2.248,05",Não
5660,Pequena empresa,2020,Não,até 5 funcionários,63,Sim,Sim,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 71,90","R$ 4.479,20",Não
5661,Micro empresa,2016,Não,6 ou mais funcionários,44,Sim,Sim,automática,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - mês a mês,"R$ 77,55","R$ 3.471,10",Não
5662,Pequena empresa,2019,Não,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 19,85","R$ 63,00",Não
5663,Micro empresa,2017,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 70,25","R$ 70,25",Sim
5664,Micro empresa,2017,Sim,6 ou mais funcionários,37,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 95,25","R$ 3.314,15",Não
5665,Micro empresa,2010,Não,até 5 funcionários,10,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 84,60","R$ 865,55",Sim
5666,Pequena empresa,2021,Não,até 5 funcionários,34,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 25,05","R$ 852,70",Não
5667,Pequena empresa,2018,Sim,até 5 funcionários,35,Não,NaN,automática,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,0,No,Cartão de crédito - mês a mês,"R$ 53,15","R$ 1.930,90",Não
5668,Micro empresa,2020,Sim,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 20,15","R$ 91,40",Não
5669,Micro empresa,2014,Sim,até 5 funcionários,39,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 101,25","R$ 3.949,15",Não
5670,Pequena empresa,2005,Sim,até 5 funcionários,43,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - pagamento único,"R$ 100,55","R$ 4.304,00",Não
5671,Micro empresa,2018,Sim,6 ou mais funcionários,17,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 24,10","R$ 409,90",Sim
5672,Micro empresa,2017,Sim,até 5 funcionários,61,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 25,30","R$ 1.554,90",Não
5673,Micro empresa,2021,Sim,até 5 funcionários,49,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Boleto - pagamento único,"R$ 71,80","R$ 3.472,05",Não
5674,Pequena empresa,2018,Não,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,70","R$ 117,80",Não
5675,Micro empresa,2018,Sim,6 ou mais funcionários,64,Não,NaN,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Boleto - pagamento único,"R$ 49,85","R$ 3.210,35",Não
5676,Pequena empresa,2016,Não,até 5 funcionários,3,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 69,60","R$ 207,40",Não
5677,Pequena empresa,2018,Sim,6 ou mais funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 19,75","R$ 19,75",Não
5678,Pequena empresa,2019,Sim,até 5 funcionários,40,Sim,Não ,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Trimestral,0,No,Boleto - pagamento único,"R$ 80,80","R$ 3.132,75",Não
5679,Micro empresa,2018,Não,6 ou mais funcionários,1,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 60,00","R$ 60,00",Sim
5680,Pequena empresa,2016,Não,até 5 funcionários,8,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 86,55","R$ 649,65",Sim
5681,Micro empresa,2005,Sim,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 20,85","R$ 20,85",Sim
5682,Micro empresa,2001,Sim,até 5 funcionários,34,Sim,Não ,automática,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Trimestral,0,No,Cartão de crédito - pagamento único,"R$ 64,20","R$ 2.106,30",Não
5683,Micro empresa,2016,Sim,até 5 funcionários,1,Não,NaN,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 35,00","R$ 35,00",Não
5684,Micro empresa,2017,Não,até 5 funcionários,39,Não,NaN,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 50,75","R$ 2.011,40",Sim
5685,Micro empresa,2008,Sim,até 5 funcionários,58,Sim,Não ,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 105,50","R$ 6.205,50",Sim
5686,Pequena empresa,2017,Sim,6 ou mais funcionários,45,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - pagamento único,"R$ 19,20","R$ 903,70",Não
5687,Pequena empresa,2009,Não,até 5 funcionários,6,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 85,15","R$ 503,60",Sim
5688,Pequena empresa,2018,Não,até 5 funcionários,43,Sim,Não ,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 90,65","R$ 3.882,30",Não
5689,Pequena empresa,2016,Sim,6 ou mais funcionários,41,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 20,00","R$ 879,80",Não
5690,Pequena empresa,2016,Não,até 5 funcionários,5,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 74,65","R$ 383,65",Não
5691,Pequena empresa,2020,Não,até 5 funcionários,72,Não,NaN,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 61,20","R$ 4.390,25",Não
5692,Pequena empresa,2018,Não,até 5 funcionários,4,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,95","R$ 68,20",Não
5693,Pequena empresa,2021,Sim,6 ou mais funcionários,9,Sim,Não ,automática,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 54,80","R$ 452,80",Não
5694,Pequena empresa,2007,Sim,até 5 funcionários,72,Sim,Sim,automática,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 73,45","R$ 5.329,00",Não
5695,Micro empresa,2018,Sim,até 5 funcionários,33,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Trimestral,1,Yes,Boleto - mês a mês,"R$ 51,45","R$ 1.758,90",Não
5696,Micro empresa,2019,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,"R$ 80,45","R$ 5.737,60",Não
5697,Pequena empresa,2019,Sim,até 5 funcionários,22,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 54,20","R$ 1.152,70",Sim
5698,Micro empresa,2021,Sim,até 5 funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 109,50","R$ 7.674,55",Sim
5699,Pequena empresa,2017,Sim,6 ou mais funcionários,21,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 104,40","R$ 2.157,95",Sim
5700,Pequena empresa,2018,Não,até 5 funcionários,15,Sim,Não ,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 85,30","R$ 1.219,85",Não
5701,Pequena empresa,2012,Sim,até 5 funcionários,29,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 79,30","R$ 2.414,55",Não
5702,Micro empresa,2016,Sim,6 ou mais funcionários,15,Sim,Não ,automática,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 76,50","R$ 1.155,60",Não
5703,Pequena empresa,2003,Sim,6 ou mais funcionários,71,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 105,10","R$ 7.548,10",Sim
5704,Pequena empresa,2013,Não,até 5 funcionários,72,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 25,40","R$ 1.809,35",Não
5705,Micro empresa,2016,Sim,até 5 funcionários,19,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 86,85","R$ 1.564,40",Não
5706,Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 19,65","R$ 19,65",Não
5707,Micro empresa,2018,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 75,70","R$ 75,70",Sim
5708,Micro empresa,2016,Não,até 5 funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 45,55","R$ 84,40",Não
5709,Micro empresa,2013,Sim,6 ou mais funcionários,11,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 78,10","R$ 864,85",Não
5710,Micro empresa,2017,Não,até 5 funcionários,12,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 19,30","R$ 228,75",Não
5711,Micro empresa,2016,Sim,até 5 funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,"R$ 110,50","R$ 7.752,05",Não
5712,Micro empresa,2007,Sim,até 5 funcionários,20,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 90,80","R$ 1.951,00",Sim
5713,Micro empresa,2016,Não,até 5 funcionários,23,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 20,30","R$ 470,60",Não
5714,Pequena empresa,2004,Não,até 5 funcionários,49,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 81,35","R$ 4.060,90",Não
5715,Micro empresa,2017,Sim,6 ou mais funcionários,4,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 97,95","R$ 384,50",Sim
5716,Pequena empresa,2017,Não,até 5 funcionários,32,Sim,Sim,manual,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 108,15","R$ 3.432,90",Sim
5717,Pequena empresa,2020,Não,6 ou mais funcionários,2,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 55,30","R$ 108,65",Não
5718,Pequena empresa,2006,Sim,até 5 funcionários,69,Não,NaN,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - mês a mês,"R$ 56,55","R$ 3.952,65",Não
5719,Pequena empresa,2017,Não,até 5 funcionários,6,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 80,50","R$ 463,05",Sim
5720,Micro empresa,2016,Sim,6 ou mais funcionários,24,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 19,70","R$ 494,05",Não
5721,Micro empresa,2017,Não,até 5 funcionários,32,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 104,05","R$ 3.416,85",Não
5722,Micro empresa,2020,Não,até 5 funcionários,27,Sim,Não ,automática,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Anual,0,No,Cartão de crédito - pagamento único,"R$ 52,85","R$ 1.498,65",Não
5723,Micro empresa,2001,Sim,até 5 funcionários,27,Sim,Sim,manual,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - pagamento único,"R$ 104,30","R$ 2.867,75",Sim
5724,Pequena empresa,2016,Não,até 5 funcionários,58,Sim,Sim,manual,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 80,65","R$ 4.807,35",Não
5725,Pequena empresa,2020,Não,até 5 funcionários,1,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 71,35","R$ 71,35",Sim
5726,Micro empresa,2018,Sim,6 ou mais funcionários,18,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - mês a mês,"R$ 24,65","R$ 471,35",Não
5727,Micro empresa,2018,Sim,6 ou mais funcionários,47,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 21,30","R$ 1.041,80",Não
5728,Micro empresa,2018,Sim,6 ou mais funcionários,70,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - pagamento único,"R$ 110,20","R$ 7.689,80",Não
5729,Micro empresa,2016,Não,até 5 funcionários,13,Sim,Sim,manual,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 89,40","R$ 1.132,35",Sim
5730,Micro empresa,2017,Sim,6 ou mais funcionários,36,Sim,Não ,automática,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,0,No,Cartão de crédito - mês a mês,"R$ 51,05","R$ 1.815,00",Não
5731,Pequena empresa,2018,Não,até 5 funcionários,67,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 19,80","R$ 1.311,30",Não
5732,Micro empresa,2016,Não,até 5 funcionários,10,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Boleto - mês a mês,"R$ 19,90","R$ 199,45",Não
5733,Pequena empresa,2001,Não,até 5 funcionários,19,Sim,Não ,manual,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 87,30","R$ 1.637,30",Não
5734,Micro empresa,2020,Sim,6 ou mais funcionários,71,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - pagamento único,"R$ 19,85","R$ 1.326,35",Não
5735,Pequena empresa,2018,Sim,6 ou mais funcionários,72,Sim,Sim,automática,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - mês a mês,"R$ 89,40","R$ 6.376,55",Não
5736,Micro empresa,2018,Sim,6 ou mais funcionários,48,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 20,00","R$ 935,90",Não
5737,Pequena empresa,2021,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,05","R$ 20,05",Não
5738,Pequena empresa,2021,Sim,6 ou mais funcionários,18,Sim,Não ,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Mês-a-mês,0,No,Boleto - pagamento único,"R$ 83,25","R$ 1.611,15",Não
5739,Pequena empresa,2017,Não,até 5 funcionários,1,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 20,60","R$ 20,60",Sim
5740,Pequena empresa,2006,Sim,até 5 funcionários,67,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Uso frequente,Anual,0,No,Cartão de crédito - pagamento único,"R$ 102,90","R$ 6.989,70",Não
5741,Pequena empresa,2020,Sim,6 ou mais funcionários,69,Não,NaN,automática,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Pouco uso,Anual,0,No,Boleto - mês a mês,"R$ 39,10","R$ 2.779,50",Não
5742,Pequena empresa,2021,Não,até 5 funcionários,19,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 99,95","R$ 1.931,75",Sim
5743,Pequena empresa,2015,Sim,até 5 funcionários,72,Sim,Sim,manual,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Uso frequente,Anual,1,Yes,Boleto - mês a mês,"R$ 114,50","R$ 8.331,95",Não
5744,Micro empresa,2001,Não,até 5 funcionários,38,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Boleto - mês a mês,"R$ 20,20","R$ 735,90",Não
5745,Pequena empresa,2008,Sim,até 5 funcionários,40,Sim,Não ,automática,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Uso frequente,Trimestral,0,No,Boleto - pagamento único,"R$ 55,80","R$ 2.283,30",Não
5746,Micro empresa,2019,Sim,6 ou mais funcionários,61,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Boleto - mês a mês,"R$ 24,20","R$ 1.445,20",Não
5747,Micro empresa,2018,Não,até 5 funcionários,10,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 81,00","R$ 818,05",Sim
5748,Pequena empresa,2017,Sim,até 5 funcionários,32,Sim,Sim,automática,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Pouco uso,Trimestral,1,Yes,Cartão de crédito - mês a mês,"R$ 72,80","R$ 2.333,05",Não
5749,Micro empresa,2016,Não,até 5 funcionários,21,Sim,Sim,manual,Pouco uso,Uso frequente,Pouco uso,Pouco uso,Uso frequente,Uso frequente,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 99,85","R$ 1.992,55",Não
5750,Micro empresa,2003,Não,até 5 funcionários,59,Sim,Sim,manual,Pouco uso,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Uso frequente,Trimestral,1,Yes,Boleto - pagamento único,"R$ 99,50","R$ 5.890,00",Não
5751,Micro empresa,2012,Sim,até 5 funcionários,13,Sim,Não ,manual,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 70,15","R$ 916,75",Sim
5752,Micro empresa,2020,Não,até 5 funcionários,47,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 20,25","R$ 1.029,80",Não
5753,Pequena empresa,2018,Sim,6 ou mais funcionários,69,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,1,Yes,Cartão de crédito - pagamento único,"R$ 26,00","R$ 1.796,55",Não
5754,Pequena empresa,2016,Não,até 5 funcionários,2,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,1,Yes,Cartão de crédito - mês a mês,"R$ 19,90","R$ 33,70",Não
5755,Micro empresa,2021,Sim,6 ou mais funcionários,22,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Cartão de crédito - pagamento único,"R$ 19,05","R$ 454,05",Não
5756,Pequena empresa,2015,Sim,até 5 funcionários,15,Sim,Sim,manual,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Uso frequente,Pouco uso,Mês-a-mês,1,Yes,Boleto - pagamento único,"R$ 96,50","R$ 1.392,25",Não
5757,Micro empresa,2018,Não,até 5 funcionários,53,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Anual,0,No,Cartão de crédito - mês a mês,"R$ 19,85","R$ 1.049,60",Não
5758,Micro empresa,2014,Sim,até 5 funcionários,28,Sim,Sim,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Mês-a-mês,0,No,Boleto - mês a mês,"R$ 25,70","R$ 734,60",Não
5759,Pequena empresa,2017,Não,até 5 funcionários,22,Sim,Não ,não faz,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Nunca utilizou,Trimestral,0,No,Boleto - mês a mês,"R$ 20,30","R$ 475,10",Não
